Subject,StartDate,EndDate,Random,AttnChk,Chopra_Check,Age,Sex,English,Education,State,BullshitReceptivity,BullshitScale,ChopraScale,BSR_meaningless,BSR_meaningful,HeuristicsBiases,NFC,Faith_Intuition,Numeracy_ACC,WS_ACC,Ravens_ACC,OntologicalConfusions,Metaphors,LiteralStatements,Religious_Belief,Paranormal_Belief,BS_Chopra,BS_Other,NFC_Re,NFC_Ra,Faith_Intuition_Ee,Faith_Intuition_Ea,FreeMarketIdeology,FiscalCons,SocialCons,Party,Party_TEXT,PolTrust,GovTrust,DemGovTrus,RepGovTrus,WealthDistCondition,EstimateRatio,IdealRatio,Estimate_Top20,Estimate_2nd20,Estimate_Middle20,Estimate_4th20,Estimate_Bottom20,Ideal_Top20,Ideal_2nd20,Ideal_Middle20,Ideal_4th20,Ideal_Bottom20,FMI_split,WealthDistError,WealthDistErrorType,IdealDistError,IdealDistErrorType,GodType,RBS_Curren,RBS_Highes,RBS_Lowest,Ravens_ACC_P1,Ravens_ACC_P2,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,Chopra_1,Chopra_2,Chopra_3,Chopra_4,Chopra_5,Chopra_6,Chopra_7,Chopra_8,Chopra_9,Chopra_10,CausalBR_ACC,SampleSize_ACC_1,SampleSize_ACC_2,Regr2Mean_ACC,GamblerFallacy_ACC_1,GamblerFallacy_ACC_2,ConjunctionFallacy_ACC_1,ConjunctionFallacy_ACC_2,ConjunctionFallacy_ACC,Covariation_ACC,MethodReasoning_ACC,Bayesian_ACC,DenNeglect_ACC,ProbMatch_ACC,SunkCost_ACC,OutcomeBias_ACC,Numeracy_ACC_1,Numeracy_ACC_2,Numeracy_ACC_3,Numeracy_ACC_4,Numeracy_ACC_5,Numeracy_ACC_6,Numeracy_ACC_7,Numeracy_ACC_8,Numeracy_ACC_9,WS_ACC_1,WS_ACC_2,WS_ACC_3,WS_ACC_4,WS_ACC_5,WS_ACC_6,WS_ACC_7,WS_ACC_8,WS_ACC_9,WS_ACC_10,WS_ACC_11,WS_ACC_12,Ravens_ACC_1,Ravens_ACC_2,Ravens_ACC_3,Ravens_ACC_4,Ravens_ACC_5,Ravens_ACC_6,Ravens_ACC_7,Ravens_ACC_8,Ravens_ACC_9,Ravens_ACC_10,Ravens_ACC_11,Ravens_ACC_12,P.OC_1,P.OC_2,P.OC_3,P.OC_4,P.OC_5,P.OC_6,P.OC_7,P.OC_8,P.OC_9,P.OC_10,P.OC_11,P.OC_12,P.OC_13,P.OC_14,P.OC_15,P.OC_16,P.OC_17,P.OC_18,P.OC_19,P.OC_20,PRafterlife,PRheaven,PRhell,PRmiracles,PRangels,PRdemons,PRsoul,PRsatan,P.PB_1,P.PB_2,P.PB_3,P.PB_4,P.PB_5,P.PB_6,P.PB_7,P.PB_8,P.PB_9,P.PB_10,P.PB_11,P.PB_12,P.PB_13,P.PB_14,P.PB_15,P.PB_16,P.PB_17,P.PB_18,P.PB_19,P.PB_20,P.PB_21,P.PB_22,P.RI_1,P.RI_2,P.RI_3,P.RI_4,P.RI_5,P.RI_6,P.RI_7,P.RI_8,P.RI_9,P.RI_10,P.RI_11,P.RI_12,P.RI_13,P.RI_14,P.RI_15,P.RI_16,P.RI_17,P.RI_18,P.RI_19,P.RI_20,P.EI_1,P.EI_2,P.EI_3,P.EI_4,P.EI_5,P.EI_6,P.EI_7,P.EI_8,P.EI_9,P.EI_10,P.EI_11,P.EI_12,P.EI_13,P.EI_14,P.EI_15,P.EI_16,P.EI_17,P.EI_18,P.EI_19,P.EI_20,P.FMI_1,P.FMI_2,P.FMI_3,P.FMI_4,P.FMI_5
98,7/10/2014,7/10/2014,2,1,2,39,1,1,3,42,2.7,2.5,3.1,2,2.8,.8125,48.75,47.5,1,.75,.333333333333333,27.2727272727273,16.6666666666667,87.5,12.5,2.27272727272727,2.3,2.7,40,57.5,45,50,60,2,1,1, ,2,1,5,1,1,80,3,80,11,5,3,1,30,25,20,15,10,2,0,0,0,0,7,1,1,1,1,1,2,3,2,2,2,2,4,4,2,2,1,3,2,3,3,3,3,3,2,2,3,2,4,3,2,4,4,3,3,3,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,50,25, ,75,0, ,50,50, ,50,0,0,0,0,25,0,25,75,100, ,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,25,50,50,25,25,50,25,50,50,50,50,50,50,75,50,75,75,25,75,50,50,50,50,50,50,50,75,50,25,25,50,50,50,25,50,50,50,50,50,50,100,50,50,50,50
99,7/10/2014,7/10/2014,2,1,2,27,2,1,4,35,3.43333333333333,3.25,3.8,2.2,4,.1875,68.75,82.5,0,.583333333333333,.0833333333333333,44.6428571428571,16.6666666666667,100,21.875,81.0606060606061,2.8,3.7,62.5,75,87.5,77.5,40,1,1,4, ,1,1,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,1,0,0,0,0,7,2,2,2,1,1,2,2,4,1,2,4,2,4,4,1,2,3,5,4,3,4,5,4,5,4,2,4,3,4,4,4,4,4,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,75,100,75,50,25,75,25,0,0,0,0,75,25,50,0,0,100, ,100,75,0,0,0,0,0,100,0,100,100,0,100,100,66.6666666666667,100,100,0,100,100,33.3333333333333,100,100,0,100,100,83.3333333333333,100,100,100,100,50,75,100,75,75,50,100,75,100,50,25,25,75,75,25,100,100,75,50,75,75,100,100,100,100,100,75,100,75,100,100,50,75,100,100,100,0,75,100,25,50,25,25,50,50
100,7/10/2014,7/10/2014,2,1,1,35,2,1,5,40,3.14285714285714,2.68421052631579,4.11111111111111,2,3.2,.5625,88.75,59.2105263157895,1,.916666666666667,.416666666666667,7.69230769230769,0,83.3333333333333,81.25,20.4545454545455,2.66666666666667,2.7,95,82.5,50,69.4444444444444,68.75,5,4,2, ,5,1,1,1,1,54,2.8,54,28,14,3,1,28,26,23,13,10,2,0,0,0,0,2,10,10,10,1,1,3,2,4,1,4,3,2,3,2,2,2, ,4,2,2,3,3,3,3,3, ,3,5,4,4,4,5,3,5,4,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,25,25,0,25,25,0,0,0, ,0,0,0,0,0,0,50,100,100,100,25,25,100,100,100,100,100,0,83.3333333333333,0,0,33.3333333333333,0,0,100,0,0,83.3333333333333,0,0,0,0,0,50,0,0,66.6666666666667,0,33.3333333333333,100,75,100,75,100,100,100,100,75,100,100,75,100,100,100,100,100,75,25,75,75,75,25,75,25,25,100,75,75,75,75,100,25,25,75,75, ,0,75,50,75,50,75, ,75
101,7/10/2014,7/10/2014,2,1,2,27,1,1,6,11,3.53333333333333,3.45,3.7,3.2,3.4,.3125,72.5,45,.666666666666667,.833333333333333,.666666666666667,21.4285714285714,25,91.6666666666667,12.5,18.1818181818182,3.2,3.7,77.5,67.5,45,45,0,2,1,4, ,3,3,4,1,1,8.6, ,43,28,16,8,5, , , , , ,1,0,0,1,3,7,1,1,1,1,1,3,4,3,2,3,4,4,3,3,3,3,3,4,4,3,4,3,5,4,4,2,4,4,4,2,4,3,5,5,4,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,25,25,50,25,50,0,50,0,25,0,25,0,0,25,50,25,0,75,100,100,50,0,0,0,0,0,50,0,16.6666666666667,0,16.6666666666667,50,50,0,0,0,0,16.6666666666667,0,0,16.6666666666667,0,0,50,83.3333333333333,33.3333333333333,33.3333333333333,0,0,33.3333333333333,75,75,75,50,75,75,75,75,75,75,75,50,50,75,100,75,75,75,75,75,50,50,25,50,75,50,50,50,25,25,75,25,25,50,50,50,50,25,50,50,0,0,0,0,0
1,7/11/2014,7/11/2014,2,1,1,33,1,1,3,35,2.44444444444444,2.5,2.33333333333333,2.2,2.6,.25,64.4736842105263,30,0,.5,.25,38.4615384615385,33.3333333333333,83.3333333333333,0,7.57575757575758,2.7,2.25,60,69.4444444444444,12.5,47.5,35,2,2,1, ,4,4,5,2,2, , , , , , , , , , , , ,1,1,3,1,3,7,1,1,1,1,0,3,3,3,2,3,1,3,4, ,1,4,3,2,2,2,1,3,4,1, ,3,3,4,3,2,1,2,2, ,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,100,0,0, ,0,0,0,0,100,0,0,100,100,50,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,50,0,0,75,75,75, ,100,75,25,25,100,50,25,100,75,75,75,75,75,25,25,75,0,75,50,25,25,25,75,25,75,0,0,0,25,0,25,50,50,0,75,0,50,25,25,25,50
3,7/11/2014,7/11/2014,2,1,1,35,2,1,6,16,2.9,2.8,3.1,1.8,3.4,.375,90,10,.666666666666667,.5,.583333333333333,37.5,8.33333333333333,83.3333333333333,25,31.8181818181818,2.5,3.1,90,90,0,20,45,3,3,2, ,1,1,1,1,2,8.2,1,41,26,17,11,5,20,20,20,20,20,1,0,0,0,0,4,5,6,1,1,1,2,1,4,1,4,5,2,4,2,3,1,2,4,4,2,3,4,3,3,2,1,4,3,4,1,4,4,4,3,3,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,100,75,100,25,100,0,0,0,50,25,0,50,25,0,0,75,100,75,50,50,50,0,0,0,50,0,66.6666666666667,66.6666666666667,0,0,66.6666666666667,0,83.3333333333333,66.6666666666667,0,0,50,0,66.6666666666667,33.3333333333333,16.6666666666667,16.6666666666667,50,0,0,50,0,66.6666666666667,100,100,100,100,100,75,100,100,100,50,75,100,50,100,100,75,100,100,75,100,0,50,0,25,0,0,50,50,0,0,0,0,0,0,25,0,0,0,0,0,50,25,25,75,50
4,7/11/2014,7/11/2014,2,1,2,30,1,1,3,33,2.31034482758621,2.36842105263158,2.2,2.4,2,.375,43.0555555555556,67.5,.666666666666667,.5,0,39.2857142857143,41.6666666666667,75,0,4.54545454545455,2.66666666666667,2.1,40.625,45,77.5,57.5,45,4,4,2, ,2,2,2,4,2,90,6.5,90,4,3,2,1,39,25,15,15,6,1,0,0,0,0,7,1,1,1,0,1,3,4,4,2,3,2,3,2,3,2,2,2,2, ,2,2,1,3,2,1,2,2,2,1,3,3,3,3,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,75,50,50,75,75,25,25,0,25,25,0,25,25,25,75,50,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,75,75,25,75,50,25,50,50,75,25,75,75,25,25,0,0,25, ,25, ,100,75,25,75,75,75,75,75,75,75,100,100,75,75,75,75,25,25,25,50,25,25,75,75,25
5,7/11/2014,7/11/2014,2,1,1,29,2,1,6,39,2.2,1.9,2.8,1.4,2.2,.4375,67.5,40.2777777777778,1,.833333333333333,.5,14.2857142857143,16.6666666666667,100,37.5,1.51515151515151,1.7,2.1,55,80,40,40.625,55,4,2,4, ,2,2,2,2,2,80,2.66666666666667,80,10,5,4,1,40,15,15,15,15,2,0,0,0,0,6,3, ,1,1,1,3,2,1,1,2,3,1,1,2,2,1,2,2,2,1,3,2,2,1,4,4,4,2,1,2,4,4,3,2,2,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,25,25,50,0,25,0,25,0,25,0,0,25,25,25,0,100,100,100,25,25,25,50,50,50,50,25,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,16.6666666666667,0,0,0,0,0,75,75,75,75,75,75,100,100,100,75,25,50,75,75,0,75,100,0,75,50,50, ,50,50,25,25,25,50,50,25,50,0,25,75, ,50,50,75,25,25,50,25,75,50,75
6,7/11/2014,7/11/2014,2,1,1,25,2,1,6,8,1.16666666666667,1.05,1.4,1,1.2,.5,65,26.25,.666666666666667,.833333333333333,.166666666666667,17.8571428571429,16.6666666666667,100,12.5,0,1,1.1,52.5,77.5,20,32.5,40,2,1,1, ,3,1,3,1,2,26,4.44444444444444,52,27,13,6,2,40,25,16,10,9,1,0,0,0,0,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,25,25,25,25,50,25,25,0,0,0,25,25,0,0,25,0,25,100,100,100,25,25,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,25,75,50,25,25,75,100,25,75,75,25,100,25,75,100,100,100,75,25,50,25,25,25,25,50,50,25,0,75,0,0,0,25,25,25,25,25,25,75,50,25,25,25
7,7/11/2014,7/11/2014,2,1,2,24,2,1,6,39,2.41379310344828,1.94736842105263,3.3,1.2,2.2,.4375,82.5,46.0526315789474,.666666666666667,.583333333333333,.333333333333333,30.3571428571429,8.33333333333333,100,18.75,17.4242424242424,2.11111111111111,1.8,90,75,52.5,38.8888888888889,50,1,1,1, ,4,1,1,1,2,14,1,70,10,10,5,5,20,20,20,20,20, ,0,0,0,0,7,1,1,1,1,1,3,2,4,1,3,2,2,2,2,1,1, ,2,1,2,3,1,2,1,2,4,3,4,2,4,3,2,4,3,4,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,75,25,100,100,25,0,75,0,25,0,0,0,0,0,0,25,0,100,100,100,75,0,0,0,0,0,75,0,0,0,0,0,0,0,0,83.3333333333333,0,0,0,0,0,66.6666666666667,0,66.6666666666667,83.3333333333333,0,0,66.6666666666667,16.6666666666667,0,100,75,100,100,100,75,100,100,100,75,100,0,100,100,75,0,100,75,75,100,75,25,25,0,25,25,25,0,75,0,75,75,25,100,25,100,100,25,75, ,25,75,0,75,75
8,7/11/2014,7/11/2014,2,1,1,30,1,1,6,16,3.13333333333333,3.05,3.3,2.8,3.8,.4375,45,47.5,.333333333333333,.833333333333333,.25,50,58.3333333333333,58.3333333333333,31.25,6.06060606060606,2.8,3.3,40,50,52.5,42.5,50,2,2,1, ,3,2,3,3,2,32.5,5,65,20,8,5,2,35,28,17,13,7, ,0,0,0,0,6,4,1,8,1,1,3,2,2,2,4,1,4,3,4,4,3,2,3,4,3,5,5,1,3,3,2,4,4,2,4,2,4,3,4,4,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,25,75,50,25,75,25,50,25,75,25,75,75,25,75,50,25,100,100,0,75,50,50,50,0,0,0,50,50,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,50,0,50,0,0,0,0,0,0,75,75,0,50,50,50,25,75,25,25,50,0,100,50,25,75,25,75,50,50,50,0,100,25,25,75,50,25,75,25,50,75,75,25,50,75,75,25,0,100,75,25,25,25
9,7/11/2014,7/11/2014,2,1,2,35,1,1,3,41,1.41379310344828,1.5,1.22222222222222,1.6,2.2,.5625,78.75,42.5,1,.833333333333333,.25,25,8.33333333333333,91.6666666666667,0,0,1.3,1.7,90,67.5,57.5,27.5,5,1,1,1, ,2,3,3,1,2, , , , , , , , , , , , ,1,1,3,1,2,6,1,1,1,0,1,2,1,1,2,2,1,1,4,1,3,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2, ,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,25,75,100,25,0,25,100,0,0,0,0,0,0,0,0,0,25,75,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,75,50,100,75,100,100,100,75,100,25,50,50,75,100,75,100,75,100,25,50,25,25,50,25,50,25,25,75,75,50,75,75,0,75,50,50,25,0,25,0,0,0,0
10,7/11/2014,7/11/2014, ,2,1,43,1,1,5,30,3.33333333333333,3.25,3.5,2,3.8,.4375,51.25,66.25,.333333333333333,.75,.333333333333333,21.4285714285714,33.3333333333333,91.6666666666667,93.75,17.4242424242424,3.1,3.4,37.5,65,70,62.5, , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,1,10,10,10,0,1,3,2,3,1,4,4,4,4,5,1,4,3,4,4,3,4,4,3,2,3,2,5,1,5,3,3,4,2,5,5,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,100,50,25,0,100,0,25,0,0,0,0,0,50,25,25,75,100,100,100,75,75,100,100,100,100,100,0,83.3333333333333,0,16.6666666666667,0,0,0,66.6666666666667,0,0,0,0,0,16.6666666666667,0,0,50,16.6666666666667,16.6666666666667,83.3333333333333,16.6666666666667,16.6666666666667,50,50,25,75,50,25,50,50,75,25,50,50,50,75,25,75,75,50,75,25,75,25,75,75,75,75,75,75,50,50,75,75,75,75,75,50,25,75,75,75, , , , , 
11,7/11/2014,7/11/2014,2,1,2,42,1,1,5,33,2.43333333333333,2.3,2.7,2.4,2.4,.875,80,26.3157894736842,1,.916666666666667,.75,19.6428571428571,16.6666666666667,100,6.25,5.3030303030303,2.2,2.4,75,85,22.2222222222222,30,45,3,2,1, ,3,2,2,2,2,66,7,66,18,10,5,1,35,28,21,11,5,1,0,0,0,0,6,2,3,1,1,1,3,2,2,2,2,2,3,3,2,2,4,2,2,1,2,2,2,3,2,3,4,2,3,2,2,3,2,4,2,3,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,75,25,25,75,50,0,25,0,0,0,0,0,0,0,25,0,25,100,100,100,25,0,0,0,0,0,25,0,0,0,0,0,16.6666666666667,0,16.6666666666667,0,0,0,0,0,16.6666666666667,0,0,0,33.3333333333333,0,16.6666666666667,0,0,16.6666666666667,75,100,100,75,75,75,75,75,100,75,50,50,75,100,75,100,100,75,75,75,25,25,25,25,25,25,25,25,25,25,50,0, ,25,25,25,75,0,50,0,50,25,25,50,75
12,7/11/2014,7/11/2014,2,1,2,37,1,1,6,33,3.3,2.95,4,3.4,3.4,.8125,48.75,73.75,1,.916666666666667,.5,42.8571428571429,41.6666666666667,91.6666666666667,46.875,37.1212121212121,2.7,3.2,42.5,55,77.5,70,70,5,2,4, ,1,1,1,3,2,80,13.6,80,10,5,4,1,68,15,6,6,5,2,0,0,0,0,4,6,7,5,1,1,3,2,1,4,1,3,2,2,3,4,3,4,4,2,3,4,4,3,4,3,4,5,4,4,3,4,4,5,5,2,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,75,50,100,100,0,50,100,50,25,50,0,0,0,0,75,0,50,75,100,100,75,50,25,25,50,50,75,25,50,66.6666666666667,0,83.3333333333333,0,16.6666666666667,50,0,16.6666666666667,83.3333333333333,0,33.3333333333333,50,66.6666666666667,16.6666666666667,66.6666666666667,50,33.3333333333333,83.3333333333333,0,16.6666666666667,33.3333333333333,50,50,75,50,75,50,50,25,75,25,25,75,50,50,25,50,50,25,75,25,75,75,75,75,100,75,75,75,75,75,75,75,75,75,75,75,25,75,75,75,75,50,75,75,75
13,7/11/2014,7/11/2014,2,1,1,32,2,1,3,35,1.63333333333333,1.55,1.8,1.2,2,.375,60,77.5,.333333333333333,.5,.25,46.4285714285714,25,75,65.625,62.1212121212121,1.6,1.5,60,60,80,75,45,3,3,4, ,1,2,2,2,2,3,1,30,25,20,15,10,20,20,20,20,20,1,0,0,0,0,3,8,8,6,1,1,2,1,3,1,1,1,2,2,1,1,1,2,3,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,100,50,75,75,0,50,75,50,25,50,25,25,50,0,50,25,0,50,75,100,75,50,50,75,75,75,50,75,50,83.3333333333333,50,83.3333333333333,50,33.3333333333333,66.6666666666667,83.3333333333333,66.6666666666667,66.6666666666667,50,16.6666666666667,50,50,66.6666666666667,33.3333333333333,66.6666666666667,83.3333333333333,66.6666666666667,100,66.6666666666667,83.3333333333333,50,75,75,75,100,50,50,50,25,50,50,75,25,100,50,25,75,75,75,50,75,100,75,100,100,50,100,100,100,75,100,100,75,100,50,50,0,75,50,75,50,50,25,50,50
14,7/11/2014,7/11/2014,2,1,1,43,1,1,6,17,1.83333333333333,1.65,2.2,1.2,2,.625,87.5,10,.666666666666667,.583333333333333,.416666666666667,28.5714285714286,33.3333333333333,83.3333333333333,93.75,8.33333333333333,1.5,1.8,90,85,5,15,60,4,4,2, ,3,2,3,2,2,9,3.5,45,25,15,10,5,35,20,20,15,10,2,0,0,0,0,1,10,10,10,0,1,1,1,1,1,2,2,1,2,1,2,1,1,3,1,3,3,1,3,1,2,4,1,3,1,3,2,3,1,2,2,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,75,25,75,75,0,50,50,0,50,0,0,0,0,0,50,0,50,75,75,100,100,75,75,100,100,100,100,100,0,0,0,0,50,0,0,0,0,0,66.6666666666667,0,0,0,0,0,50,0,0,16.6666666666667,0,0,100,100,100,100,100,75,100,0,100,100,75,100,75,100,75,100,100,100,75,75,0,50,0,0,0,0,0,0,50,25,0,0,0,0,0,25,50,0,0,0,75,50,75,75,25
15,7/11/2014,7/11/2014,2,1,1,34,1,1,7,35,2.56666666666667,2.35,3,1.4,3,.875,88.75,33.75,1,.916666666666667,.833333333333333,23.2142857142857,25,100,3.125,3.03030303030303,2.3,2.4,82.5,95,25,42.5,40,3,1,1, ,2,2,2,2,2,55,3.88888888888889,55,30,10,4,1,35,25,18,13,9,1,0,0,0,0,6,1,2,1,1,1,4,3,4,1,3,2,3,3,3,1,1,1,2,2,2,2,4,3,1,2,2,5,2,4,1,4,2,4,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,75,0,50,50,50,25,25,0,25,0,0,25,0,0,50,0,25,100,100,100,0,0,0,0,0,0,25,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,16.6666666666667,0,0,16.6666666666667,75,100,100,100,75,100,75,100,100,100,75,50,100,100,75,100,100,75,100,75,25,75,25,25,75,25,0,50,50,25,50,0,25,0,25,25,25,0,75,75,50,25,25,25,75
16,7/11/2014,7/11/2014,2,1,1,28,2,1,6,36,2.8,2.65,3.1,2.4,3.2,.6875,73.75,51.25,.666666666666667,.666666666666667,.333333333333333,26.7857142857143,33.3333333333333,83.3333333333333,28.125,14.3939393939394,2.8,2.5,75,72.5,45,57.5,45,2,2,1, ,2,2,2,2,2, , , , , , , , , , , , ,1,1,3,1,3,5,4,5,1,1,1,3,4,1,3,4,3,3,4,3,2,2,3,4,2,2,4,1,2,1,2,3,3,3,3,2,4,2,4,3,4,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,75,50,25,25,50,25,25,25,25,25,0,0,0,25,50,25,25,75,75,100,50,50,0,25,25,25,50,0,0,66.6666666666667,0,0,0,16.6666666666667,0,66.6666666666667,0,0,0,0,0,0,0,0,0,83.3333333333333,0,83.3333333333333,0,0,75,75,100,75,75,75,75,75,75,75,75,75,50,75,50,75,75,75,75,75,50,75,50,75,50,25,75,25,75,50,75,25,50,75,75,25,25,25,25,75,50,50,25,50,50
17,7/11/2014,7/11/2014, ,2,1,25,2,1,6,6,3.51724137931034,3.52631578947368,3.5,3.8,3.6,.375,72.2222222222222,69.4444444444444,1,.5,.25,37.5,33.3333333333333,66.6666666666667,75,43.9393939393939,3.4,3.66666666666667,69.4444444444444,75,75,62.5, , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,1,10,10,10,1,1,3,4,4,3,3, ,3,4,3,4,4,3,3,4,3,4,4,4,4,3,3,4,4,3,3,4,4,2,4,4,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,75,25,25,25,75,25,25,50,50,75,25,25,0,25,50,25,25,50,75,75,75,75,75,75,75,75,75,75,50,33.3333333333333,50,33.3333333333333,50,33.3333333333333,33.3333333333333,50,33.3333333333333,50,50,50,50,33.3333333333333,50,33.3333333333333,33.3333333333333,66.6666666666667,66.6666666666667,33.3333333333333,33.3333333333333,50,25,75,75,75,75,75,75,75,75,75,75,75,75,75, ,75, ,75,75,75,75,75, ,75,75,75,75,75,25,75,75,75,75,75, ,75,25,75,75,75, , , , , 
18,7/11/2014,7/11/2014, ,2,2,32,1,1,6,31,3.2,3.35,2.9,3.6,3.4,.3125,47.5,51.3157894736842,0,.833333333333333,.25,53.5714285714286,58.3333333333333,58.3333333333333,50,40.9090909090909,3.1,3.6,50,45,50,52.7777777777778, , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,4,5,5,5,0,0,3,3,3,3,3,3,3,4,4,4,4,3,3,4,2,4,3,4,4,3,3,3,2,3,3,4,2,3,3,3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,75,75,75,25,50,50,50,50,50,75,50,25,50,50,50,50,75,50,75,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,0,50,50,50,50,50,25,25,50,75,25,50,50,75,50,50,25,50,50,50,50,25,75,50,50,25,75,75,50,50,50, ,25,50,50,75,50,50,50,25,75,50,25,75,50, , , , , 
